title,ingredients,instructions,total_time,yields,site,image
Weeknight Pumpkin Chili,,"['Heat 2 Tbsp. extra-virgin olive oil in a medium Dutch oven or other heavy pot over medium-high. Add 1 onion, coarsely chopped, and 1 medium jalapeño, coarsely chopped; cook, stirring often, until slightly softened, 3–4 minutes.', 'Add 4 garlic cloves, thinly sliced, and cook, stirring often, until fragrant, about 1 minute. Add one 15-oz. can pumpkin purée, 2 tsp. smoked paprika, and 1½ tsp. ground cumin and cook, stirring often, until some of the liquid in purée has evaporated, 3–4 minutes.', 'Add 1 lb. ground beef, 2 tsp. Diamond Crystal or 1¼ tsp. Morton kosher salt, and 2 Tbsp. Worcestershire sauce; season generously with freshly ground pepper. Cook, breaking up beef with a wooden spoon and stirring often, until meat is cooked through and incorporated into purée to create a thick paste, about 5 minutes.', 'Add one 15-oz. can black beans, rinsed, one 15 oz. can pinto beans, rinsed, and 4 cups low-sodium chicken broth. Increase heat to high and bring to a boil. Reduce heat so mixture is at a simmer and cook, stirring occasionally, until thickened to the consistency of chili, 15–18 minutes. Stir in remaining 1 Tbsp. Worcestershire sauce.', 'To serve, ladle chili into bowls and top each with a dollop of sour cream; scatter unsalted, roasted pumpkin seeds (pepitas) and thinly sliced jalapeños over.']",40,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/68e41b8ec3be7c9d34235db4/16:9/w_2656,h_1494,c_limit/1125_WKNT_SS_02_WKNT_Beef%20and%20Pumpkin%20Chili_066_FINAL.jpg"
One-Pot Chicken Thighs With Cilantro Rice and Beans,,"['Place a rack in middle of oven; preheat to 375°. Pat 2 lb. skinless, boneless chicken thighs (6–8) dry with paper towels and sprinkle all over with 1 tsp. freshly ground pepper, 1 tsp. ground cumin, and 2 tsp. Diamond Crystal or 1¼ tsp. Morton kosher salt. Set aside.', 'Set aside a small handful of 1 bunch cilantro, rinsed well, tough stems removed, for serving if desired. Blend 1 medium onion, chopped, 1 medium green bell pepper, ribs and seeds removed, chopped, 6 garlic cloves, and remaining cilantro in a blender on high speed until mostly smooth. Set aside.', 'Heat 3 Tbsp. extra-virgin olive oil in a large high-sided ovenproof skillet with a lid over medium-high. Working in batches if needed, cook reserved chicken in a single layer, undisturbed, until deeply browned underneath, 6–8 minutes. Transfer to a plate, arranging browned side up. (Chicken will still be raw.)', 'Cook reserved purée in same pan over medium heat, stirring often, until it dries out into a loose, tomato-paste-like texture, 6–8 minutes. Add one 15.5-oz. can black beans, rinsed, 1½ cups long-grain white rice (do not rinse), remaining 1 tsp. Diamond Crystal or ½ tsp. Morton kosher salt, and 1½ cups water; bring to a simmer, then immediately remove pan from heat.', 'Arrange chicken, browned side up, on top of beans and rice; cover pan. (If lid doesn’t fit well, cover pan with foil first.) Transfer to oven; bake 45 minutes. (Be exact; don’t peek.) Turn off oven; let sit in oven (still covered) 10 minutes.', 'Remove pan from oven, uncover, and fluff rice with a fork. Scatter crumbled Cotija cheese (if using) and cilantro if you reserved some over. Serve with lime wedges if desired.']",65,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/691bb7df9c4ea09762616f24/16:9/w_4000,h_2250,c_limit/20250902_1225_WKNT_02_One%20Pot%20Chicken%20Thighs%20with%20Cilantro%20Rice%20and%20Beans_038_FINAL.jpg"
Cod With Lemon Butter Sauce,,"['Preheat oven to 450°. Place 1½ lb. small potatoes, halved, quartered if larger, on a rimmed baking sheet, drizzle with extra-virgin olive oil, and season with kosher salt. Toss to coat and arrange in a single layer. Roast until golden brown underneath, about 30 minutes.', 'Meanwhile, place ⅓ cup all-purpose flour on a plate. Season four 4–6-oz. cod fillets, patted dry with paper towels, all over with salt and freshly ground pepper. Lay one side of each fillet in flour to coat; shake off any excess and place, flour side up, on another plate. Heat remaining 2 Tbsp. extra-virgin olive oil in a large nonstick skillet over medium-high. Cook fish, flour side down, undisturbed, until golden brown and crisp underneath, 5–7 minutes. Turn; cook until just cooked through, about 1 minute. Transfer, flour side up, to a clean plate.', 'Add 1 shallot, finely chopped, and 3 Tbsp. unsalted butter to same pan. Cook, stirring occasionally, until shallot is slightly softened, 1–2 minutes. Add ¼ cup fresh lemon juice, 1 Tbsp. Dijon mustard, 1 tsp. honey, ½ tsp. Diamond Crystal or ¼ tsp. Morton kosher salt, and 1 cup water. Cook, stirring often, until thickened, 6–8 minutes. Remove from heat; add ¼ cup tarragon leaves and remaining 2 Tbsp. unsalted butter and stir until sauce is emulsified. Season with salt.', 'Arrange fish, flour side up, in pan and spoon some sauce over. Season with pepper and scatter more tarragon leaves on top. Serve with potatoes on the side.']",35,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/691bb804244bda596c690d03/16:9/w_4000,h_2250,c_limit/20250902_1225_WKNT_04_Cod%20with%20Lemon%20Pan%20Sauce_039_FINAL.jpg"
Roasted Cauliflower Salad With Feta And Dates,,"['Place a rack in lowest position in oven; preheat to 450°. Cut 1 large head of cauliflower (about 2½ lb.), leaves removed, stem trimmed, through core into 1⁄2""-thick slabs (this will allow the cauliflower to sit flat against the baking sheet and brown more quickly and evenly; it’s okay if some fall apart). Arrange in a single layer on a large rimmed baking sheet; drizzle with 1⁄4 cup extra-virgin olive oil (or more if needed to evenly coat) and season generously with kosher salt. Roast cauliflower until starting to brown underneath, 18–22 minutes.', 'Meanwhile, whisk 1 garlic clove, finely grated, 3 Tbsp. red wine vinegar, 2 tsp. honey, 2 Tbsp. extra-virgin olive oil, and a big pinch of kosher salt in a large bowl to combine, then set dressing aside.', 'Scatter 1 medium red onion, cut into 1""-thick wedges through root end, layers separated, over cauliflower; drizzle onion with oil and season with salt (do not toss). Roast until onion is slightly softened, 14–16 minutes. Using a spatula, turn over any large pieces of cauliflower. Arrange 6 oz. feta, thinly cut into slabs, over and scatter 2 Tbsp. drained capers and 2 Tbsp. shelled raw pistachios on top. Roast until feta softens slightly and pistachios are golden brown, 9–12 minutes. Let cauliflower mixture cool 5 minutes.', 'Add 2 big handfuls of arugula (about half of a 5-oz. package) and 1 cup torn pitted Medjool dates (about 4 oz.) to bowl with reserved dressing and toss to coat. Scatter salad over cauliflower mixture and, using a spatula, toss gently to combine; season with freshly ground pepper.']",40,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/67a4f867393a594d79951fab/16:9/w_3488,h_1962,c_limit/20241126_02_Cauliflower%20Salad_040_LR.jpg"
Sheet-Pan Pomegranate Chicken With Walnut Relish,,"['Place a rack in upper third of oven and preheat to 425°. Place 1½ lb. skinless, boneless chicken thighs (about 6), patted dry, in a large bowl. Drizzle 1 Tbsp. extra-virgin olive oil over, season with kosher salt and freshly ground pepper, and toss to coat.', 'Whisk ¼ cup balsamic vinegar, ¼ cup pomegranate molasses, 3 Tbsp. Worcestershire sauce, and 2 tsp. ground cumin in a small saucepan. Drizzle 3 Tbsp. over chicken; toss to coat. Stir a pinch of salt into remaining sauce in pan; set aside.', 'Arrange chicken on a rimmed baking sheet and roast until lightly browned, 13–16 minutes. Remove from oven.', 'Meanwhile, toast 1 cup raw walnuts in a single layer on another rimmed baking sheet, stirring once, until golden brown, 5–8 minutes. Remove from oven.', 'Set reserved sauce in pan over medium-high heat and cook, stirring occasionally, until thick and syrupy, about 5 minutes.', 'Heat broiler. Brush chicken with sauce, then broil until cooked through and deeply browned and blistered in spots, about 5 minutes. Remove from heat and brush with more sauce.', 'Coarsely chop walnuts and transfer to a medium bowl. Add 1 garlic clove, finely grated, ½ tsp. crushed red pepper flakes, ½ tsp. Diamond Crystal or ¼ tsp. Morton kosher salt, and remaining 5 Tbsp. extra-virgin olive oil and mix to combine walnut relish.', 'Transfer chicken to a platter and spoon walnut relish over. Scatter 1 large scallion, thinly sliced on a diagonal, ¼ cup (packed) mint leaves, large leaves torn, and some pomegranate seeds on top.']",35,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/67d44849d5913507eb60bb57/16:9/w_3500,h_1969,c_limit/20250110_02_WKNT_Pomegranate%20Chicken_047_FINAL.jpg"
Sheet-Pan Pierogies and Beets,,"['Place a rack in lower third of oven; preheat to 400°. Toss 1½ lb. frozen potato and cheese pierogies (pull apart any that are stuck together) with 2 Tbsp. extra-virgin olive oil in a medium bowl until well coated. Arrange in a single layer on a large rimmed baking sheet; reserve bowl.', 'Toss two 8.8-oz packages cooked beets, drained, sliced ½"" thick, with 2 Tbsp. extra-virgin olive oil and 1½ tsp. Diamond Crystal or 1 tsp. Morton kosher salt in reserved bowl; season with freshly ground pepper. Arrange on baking sheet; bake until pierogies are puffed and golden in spots, 25–30 minutes.', 'Meanwhile, whisk 1 shallot, finely chopped, ¼ cup red wine vinegar, 2 Tbsp. poppy seeds, 2 tsp. Dijon mustard, 1 tsp. honey, and remaining ⅓ cup extra-virgin olive oil in a small bowl; season dressing with salt and pepper.', 'Spread sour cream over plates; top with pierogies and beets. Spoon dressing over; top with dill sprigs. Season with pepper.']",35,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/67a50efbef5cf3f6482cf3d4/16:9/w_5632,h_3168,c_limit/20241126_03_Pierogies_052_H.jpg"
Sheet-Pan Salmon With Rice Cakes and Kimchi,,"['Place a rack in bottom third of oven; preheat to 400°. Toss 8 garlic cloves, finely grated, 1½ lb. cylindrical Korean rice cakes (about 2½"" long), thawed if frozen, one 16–24-oz. jar Napa cabbage kimchi, ½ tsp. crushed red pepper flakes, 3 Tbsp. oyster sauce, 2 Tbsp. toasted sesame oil, 1 Tbsp. vegetable oil, and ½ tsp. Diamond Crystal or ¼ tsp. Morton kosher salt on a rimmed baking sheet until combined and evenly coated. Bake, tossing halfway through, until rice cakes are tender, 25–30 minutes.', 'Meanwhile, toss 12 oz. baby bok choy, cored, cut into quarters through root ends, eighths if large, 1 Tbsp. vegetable oil, ½ tsp. Diamond Crystal or ¼ tsp. Morton kosher salt, remaining 1 Tbsp. oyster sauce, and remaining 1 Tbsp. toasted sesame oil in a medium bowl to combine.', 'Pour ½ cup water onto baking sheet with rice cake mixture and toss mixture to create a saucy consistency. Scatter bok choy mixture evenly over, then arrange one 1½–2-lb. piece skinless center-cut salmon fillet in the center. Drizzle with vegetable oil and season generously with salt. Bake until salmon is opaque in the center and flakes easily with a fork and bok choy is tender, 16–20 minutes.', 'Meanwhile, cut 3 large scallions crosswise into 3""–4"" pieces. Cut each piece in half lengthwise, then cut each piece in half again, or thirds if thicker, to create matchsticks. (If any scallions are particularly large, you can cut in half again. The aim is to make all of the pieces similar in size.) Place scallions in a large bowl of ice water and let sit 10 minutes. Drain and pat dry. (Alternatively, you can simply thinly slice the scallions and skip the soaking.)', 'Remove baking sheet from oven; scatter scallions over salmon and rice cakes.']",45,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/6765f1bef57d43fef2f40b54/16:9/w_4470,h_2514,c_limit/sheet-pan-salmon-rice-cakes-kimchi_RECIPE_V1_110624_7269_VOG_final.jpg"
Miso-Mayo Chicken Bowl,,"['Place a rack in upper third of oven; preheat to 425°. Whisk 1 Tbsp. soy sauce, ½ cup mayonnaise, and 3 Tbsp. white miso in a large bowl to combine. Add 1½ lb. skinless, boneless chicken thighs (about 6), patted dry, and turn to coat.', 'Place 2 small leeks or 1 large leek, white and pale green parts only, sliced ¼"" thick, and 1 lb. brussels sprouts, trimmed, quartered lengthwise, on a rimmed baking sheet. Drizzle with extra-virgin olive oil and season generously with kosher salt; toss to coat. Arrange chicken on top and roast until vegetables are slightly tender, 13–16 minutes.', 'Heat broiler (leave baking sheet in oven). Broil until vegetables are tender and charred in spots and chicken is cooked through and well-browned in spots, 9–12 minutes.', 'Meanwhile, whisk 1 Tbsp. unseasoned rice vinegar, remaining ¼ cup mayonnaise, and remaining 1 Tbsp. white miso in a small bowl. Set miso-mayo aside.', 'To serve, transfer chicken to a cutting board and coarsely chop. Drizzle remaining 2 Tbsp. unseasoned rice vinegar over brussels sprouts and leeks on baking sheet and toss to coat. Divide steamed jasmine rice evenly among bowls and top with brussels sprouts and leeks, then chopped chicken. Drizzle reserved miso-mayo over and sprinkle with toasted sesame seeds.']",35,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/67057f98abd4435db256a862/16:9/w_2660,h_1497,c_limit/DIS-8.jpg"
Baked Sweet Potato Chaat,,"['Preheat oven to 450°. Prick 4 medium sweet potatoes (about 2½ lb.) all over with a fork; run under water to dampen (this will encourage steaming and help soften potatoes when baking). Place on a rimmed baking sheet. Drizzle 2 Tbsp. extra-virgin olive oil over and season with kosher salt; turn to coat. Roast until skins are lightly crisped, 30–35 minutes.', 'Place two 15.5-oz. cans chickpeas, rinsed, patted dry, in a medium bowl. Drizzle in ¼ cup extra-virgin olive oil and sprinkle with 1 Tbsp. ground cumin and 1 Tbsp. chaat masala; toss to coat.', 'Add chickpeas to baking sheet with sweet potatoes and spread out in a single layer. Roast until potatoes are tender and chickpeas are browned and crisped, 15–20 minutes.', 'Meanwhile, pick a few leaves from 1 bunch cilantro for serving and set aside. Coarsely chop remaining cilantro leaves and tender stems and transfer to a blender; discard tough stems. Add 4 scallions, coarsely chopped, 1 jalapeño, halved, ribs and seeds removed, coarsely chopped, ¼ cup fresh lime juice, and remaining ¼ cup extra-virgin olive oil and blend until smooth; season sauce with salt. Set aside.', 'Toss ⅓ cup store-bought fried onions in a small bowl with a pinch of chaat masala; set aside.', 'Arrange sweet potatoes on a platter. Split; open like a baked potato. Top with chickpeas, then ⅔ cup plain whole-milk yogurt and reserved sauce. Scatter ½ small red onion, finely chopped, pomegranate seeds, and reserved fried onions on top; sprinkle with mild chile flakes.']",50,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/67056a8552cf2c476a54ee71/16:9/w_2324,h_1307,c_limit/DIS-5.jpg"
Turkey and Stuffing Meatballs,,"['Place a rack in upper and lower thirds of oven; preheat to 375°. Pour ¼ cup extra-virgin olive oil over a rimmed baking sheet; set aside. Mix one 6-oz. package stuffing mix, preferably turkey (about 2½ cups), and 1 cup whole milk in a large bowl and let sit 5 minutes.', 'Mix 1 medium onion, grated on the large holes of a box grater, 1 large egg, 1 lb. ground turkey, ½ cup finely chopped parsley, 1 Tbsp. garlic powder, 1½ tsp. freshly ground pepper, and ½ tsp. Diamond Crystal or ¼ tsp. Morton kosher salt to bowl with stuffing mixture and mix until just combined. Working one at a time, scoop out about ¼-cup portions of meat mixture and roll into balls (they will be very soft). Place on prepared baking sheet and roll in oil to coat.', 'Toss 3 lb. baby Yukon Gold, peewee, or new potatoes, scrubbed, halved, 1½ lb. green beans, trimmed, 2 tsp. Diamond Crystal or 1¼ tsp. Morton kosher salt, remaining ¼ cup extra-virgin olive oil, remaining 2 tsp. garlic powder, and remaining 1 tsp. freshly ground pepper in a large bowl to combine. Arrange vegetables in a single layer on another rimmed baking sheet.', 'Bake meatballs on upper rack and vegetables on lower rack, rotating pans back to front and tossing vegetables halfway through, until meatballs are cooked through and lightly browned and potatoes are tender and deeply browned, 30–35 minutes for meatballs and 40–45 minutes for vegetables.', 'Meanwhile, purée one 14-oz. can whole berry cranberry sauce, 1 tsp. finely grated lemon zest, 3 Tbsp. fresh lemon juice, 3 Tbsp. honey, and remaining ¼ tsp. Diamond Crystal or Morton kosher salt in a blender on medium until smooth, about 30 seconds. Set sauce aside until ready to serve.', 'Arrange meatballs on top of vegetables and serve with reserved sauce alongside.']",55,6 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/66db43d732636c8521beb92c/16:9/w_4992,h_2808,c_limit/thanksgiving-ish-turkey-meatballs_RECIPE_V2_071124_8699_VOG_final.jpg"
Sheet-Pan Salmon and Potatoes,,"['Preheat oven to 425°. Place 1 lb. small waxy potatoes, halved or quartered, on a rimmed baking sheet. Drizzle with extra-virgin olive oil and season with kosher salt and freshly ground black pepper. Toss to coat, then arrange in an even layer. Roast until potatoes are almost tender, about 15 minutes.', 'Remove baking sheet from oven and scatter one 12-oz. jar marinated artichokes, drained, over potatoes. Roast until potatoes are just starting to brown, 5–7 minutes.', 'Meanwhile, pat four 4–6-oz. skinless salmon fillets dry with paper towels. Place on a plate and drizzle lightly with oil; season generously with salt and black pepper. Turn salmon to coat.', 'Remove baking sheet from oven and toss potatoes and artichokes with a spatula. Nestle salmon among vegetables. Roast until salmon is just opaque in the center and flakes easily with a fork and potatoes are completely tender and well browned, 10–15 minutes, depending on the thickness of your fish.', 'Transfer potatoes and artichokes to a large bowl. Add 1½ cups (packed) tender herb leaves (such as parsley, dill, cilantro, and/or mint), ¼ cup coarsely chopped drained Peppadew peppers in brine, and ¼ cup torn pitted green olives; toss to combine. Squeeze juice of 1 lemon, halved, over salad through a mesh sieve; discard seeds. Drizzle generously with oil; season with salt and black pepper. Toss again to combine.', 'Transfer salad to a platter. Break up salmon on baking sheet into large pieces with spatula; arrange over salad, nestling into vegetables.']",35,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/65414d28703e861129417236/16:9/w_5760,h_3240,c_limit/20230926-1223-DIS-1058.jpg"
Green Pasta e Fagioli,,"['Place 1 garlic clove, smashed, and ½ large bunch kale, ribs and stems removed, leaves coarsely chopped, in a blender and top with 2 cups boiling water. Blend until smooth; set purée aside.', 'Heat 3 Tbsp. extra-virgin olive oil in a medium heavy pot over medium-high. Add 1 medium onion, coarsely chopped, and season with kosher salt. Cook, stirring occasionally, until softened, about 4 minutes. Add 3 garlic cloves, thinly sliced, and ½ tsp. crushed red pepper flakes; season with freshly ground black pepper. Cook, stirring often, until fragrant, about 1 minute. Add 4 cups low-sodium vegetable broth, 1½ tsp. Diamond Crystal or 1 tsp. Morton kosher salt, and 3 cups water and bring to a boil. Add 12 oz. whole wheat pasta and cook, stirring occasionally, until very al dente, about 2 minutes less than package directions. Add two 15.5-oz. cans white beans, rinsed, 2 oz. Parmesan, finely grated, and remaining ½ large bunch kale, ribs and stems removed, leaves coarsely chopped. Reduce heat to medium and cook, stirring occasionally, until kale is tender and beans are heated through, about 2 minutes. Pour in reserved purée and cook, stirring occasionally, until combined but color is still vibrant, about 1 minute. Remove from heat and stir in 3 Tbsp. fresh lemon juice.', 'Ladle soup into bowls; drizzle with plain whole-milk yogurt and season with black pepper.']",25,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/6855a7b6c68130b4979bf241/16:9/w_4992,h_2808,c_limit/green-pasta-e-fagiole_RECIPE_V5_051525_2908_VOG_final.jpg"
Chicken and Cabbage Stir-Fry,,"['Stir 2 Tbsp. oyster sauce, 2 Tbsp. sambal oelek, 2 Tbsp. unseasoned rice vinegar, 1 Tbsp. fish sauce, and 1 Tbsp. dark brown sugar in a small bowl to combine; set sauce aside.', 'Heat 1 Tbsp. vegetable oil in a large skillet over medium-high until oil begins to smoke. Add two thirds of ½ medium head of green cabbage (about 1¼ lb.), cored, leaves cut into 2"" pieces, and cook, undisturbed, until dark brown and blistered in spots, about 3 minutes. Toss, add 1 Tbsp. vegetable oil and remaining cabbage and cook, tossing occasionally, until cabbage is lightly charred in spots and mostly wilted, about 4 minutes. Transfer to a plate; reserve pan.', 'Meanwhile, mix 1 lb. ground chicken, beef, or pork, 1 Tbsp. vegetable oil, 1 tsp. Diamond Crystal or ½ tsp. Morton kosher salt, ½ tsp. baking soda, and remaining ½ tsp. dark brown sugar in a medium bowl until well combined.', 'Heat remaining 1 Tbsp. vegetable oil in reserved pan over medium-high. Add chicken mixture and cook, breaking up any large clumps of meat with a wooden spoon or heatproof rubber spatula, until browned and nearly cooked through, about 5 minutes. Add 6 garlic cloves, thinly sliced, one 1"" piece ginger, peeled, very finely chopped, and most of 1 bunch scallions, thinly sliced, and cook, tossing often, until softened and very fragrant, about 2 minutes. Add reserved sauce and cook, tossing occasionally, until thickened, 1–2 minutes.', 'Return cabbage to skillet and add 2 Tbsp. unsalted butter. Cook, tossing often, until butter is melted and cabbage is glossy, about 1 minute. Serve stir-fry topped with remaining scallions.']",25,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/6883c94b85c0e953e16ae30b/16:9/w_4241,h_2385,c_limit/chicken-cabbage-stir-fry_RECIPE_072425_13066_VOG_final.jpg"
Sausage With Charred Cabbage and Giardiniera,,"['Heat 2 Tbsp. extra-virgin olive oil in a large skillet over medium. Cook 1 lb. sweet Italian sausages (4–5), turning occasionally, until cooked through (cut one open to check) and most sides are browned, 12–16 minutes. Transfer to a cutting board.', 'Increase heat to high and heat pan until very hot. Arrange 2 lb. green cabbage (about 1 medium), cored, cut into 1"" pieces, in pan, pressing down so it makes good contact with the bottom, and cook, stirring very occasionally, until charred in spots and crisp-tender, 3–6 minutes. Transfer to a medium bowl and let cool slightly.', 'Whisk 2 garlic cloves, finely chopped, 2 tsp. sugar, 2 tsp. whole-grain mustard, ½ cup reserved giardiniera brine, 1 tsp. Diamond Crystal or ½ tsp. Morton kosher salt, ½ tsp. freshly ground pepper, and remaining ¼ cup extra-virgin olive oil in a small bowl to combine. Completely drain one 12-oz. jar vinegar-based giardiniera (Italian-style) if needed and cut into bite-size pieces. Transfer cut giardiniera pieces to bowl with cabbage.', 'Add ½ cup torn basil leaves and about half of dressing to bowl with cabbage and giardiniera, and toss to coat. Taste and add more dressing and season with more salt and pepper as needed. (You should use almost all, if not all, of the dressing.) Slice sausages and arrange on top. Scatter some whole basil leaves over.']",30,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/68657d62588fa02016bc7b86/16:9/w_4000,h_2250,c_limit/20250415_01_Skillet%20Sausage_Charred%20Cabbage_Giardiniera_043_FINAL_H.jpg"
Buttermilk Corn Pasta,,"['Lay 3 medium ears of corn, husked, horizontally on a cutting board and cut off kernels; transfer to a small bowl (you will have about 3 cups). Stand cobs upright and run sharp side of knife down sides to extract juices and pulp. Add to bowl with kernels and set aside.', 'Place cobs in a large pot of salted boiling water. Add 12 oz. orecchiette or other short pasta; cook until very al dente, about 1 minute less than package directions. Drain, reserving 2 cups pasta cooking liquid; discard cobs. Set pasta aside.', 'Melt 6 Tbsp. unsalted butter in same pot over medium heat. Cook 8 garlic cloves, thinly sliced, stirring occasionally, until softened and fragrant, about 4 minutes. Add 1–2 jalapeños (depending on heat level), thinly sliced (if using), and reserved corn; cook, stirring occasionally, until jalapeños soften slightly and corn is barely tender, about 4 minutes. Add 1 cup buttermilk powder, reserved pasta, and 1 cup reserved pasta cooking liquid. Stir, adding more pasta cooking liquid a little at a time if needed, until a creamy sauce forms. Stir in most of 1 bunch basil, tough stems removed, leaves separated; season with salt and freshly ground pepper.', 'Transfer pasta to a large shallow bowl and top with remaining basil.']",25,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/6825ec8b0ddf6390b1f3203f/16:9/w_4000,h_2250,c_limit/BA-25-03-19-PANTRY_03_Buttermilk%20Corn%20Pasta_035_FINAL_LEDE.jpg"
Pad Kra Pao,,"['Stir 3 Tbsp. soy sauce, 1 Tbsp. fish sauce, 2 tsp. oyster sauce, 1 tsp. sugar, and 3 Tbsp. water in a measuring glass to combine; set aside.', 'Heat ¼ cup vegetable oil in a large skillet over medium-high. Crack 4 large eggs into pan; cook, tilting pan so oil runs over eggs and spooning oil over whites, until whites are set and edges are golden brown and very crisp but yolks are still runny, 2–3 minutes. Remove from heat (to help oil cool slightly). Using a slotted spoon, transfer eggs to a plate.', 'Return pan to medium-high heat. Cook 3 medium shallots, thinly sliced, stirring with a wooden spoon, until just softened, 1–2 minutes. Add 5 red Thai or Fresno chiles, finely chopped, and 4 garlic cloves, finely chopped; cook, stirring, until softened and fragrant, about 1 minute. Add 1 lb. ground pork and cook, stirring and breaking up meat, until starting to brown, 2–3 minutes. Add reserved soy sauce mixture; cook, stirring often and breaking up pork more, until liquid is evaporated, about 5 minutes. Remove from heat. Add 1 large bunch basil, leaves plucked; stir until wilted.', 'Divide steamed jasmine rice and stir-fry among shallow bowls and top each with a fried egg.']",20,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/67ec4522dc845e107c56f8a1/16:9/w_4992,h_2808,c_limit/pad-kra-pow_RECIPE_V2_031325_0810_VOG_final.jpg"
A Perfect Grilled Cheese Sandwich,,"['Place 2 slices white sandwich bread on a cutting board; spread 1 side of each slice with 2 tsp. of 4 tsp. mayonnaise.', 'Heat a dry small nonstick skillet over medium 2 minutes, then melt half of 1 Tbsp. unsalted butter in pan. Place 1 slice of bread, mayonnaise side down, in pan and top with 3 thin slices American cheese or cheddar (about 2 oz. total); season with freshly ground pepper. Arrange second slice of bread, mayonnaise side up, on top. Cover pan and cook sandwich until golden brown underneath, 3–4 minutes. Turn and add remaining butter to pan. Using a spatula, gently press down on sandwich to encourage even browning and help cheese melt. Cook until second side is golden brown and cheese is melted, 3–4 minutes. Transfer to a cutting board and slice in half on a diagonal. Editor’s note: This grilled cheese sandwich recipe was first printed in our March 2015 issue; it has been edited for style and to clarify the amount of cheese needed. Head this way for more of our very best sandwich recipes →']",10,1 item,www.bonappetit.com,"https://assets.bonappetit.com/photos/6917b6e28552dda8588ece36/16:9/w_4793,h_2696,c_limit/best-grilled-cheese_RECIPE_V1_111125_13783_VOG_final.jpg"
Spicy Carrot Rigatoni,,"['Set up a steamer over medium heat and bring water to a low boil.', 'Add 1 lb. (454 g) carrots (6–8 medium) with tops, peeled and cut into 1"" (2.5-cm) pieces, green tops reserved (see Topping), and 4 garlic cloves, cover, and cook until very tender, 12–15 minutes.', 'Transfer to a blender along with ½ cup (55 g) grated pecorino Romano, ½ cup (120 ml) extra-virgin olive oil, ¼ cup (60 ml) water, 1 Tbsp. chopped jarred Calabrian chiles in oil, and 1 Tbsp. pine nuts, toasted, and blend (vented, to account for the hot carrots) on high until very, very smooth and creamy. Season with kosher salt and freshly cracked black pepper. Set aside.', 'Bring a large pot of water to a boil over high heat.', 'Mix ¼ cup (20 g) finely chopped reserved carrot tops (see Pasta), ¼ cup (15 g) finely chopped fresh parsley, ¼ cup (60 ml) extra-virgin olive oil, zest of 1 lemon, juice of ½ lemon, kosher salt, and freshly cracked black pepper in a small bowl. Set aside.', 'Heavily salt the boiling water from step 4, and drop in 1 lb. (454 g) dry rigatoni. Cook according to the package directions until al dente.', 'Drain the pasta, reserving at least 2 mugsful of pasta water. Return the pasta to the pot, and set over low heat.', 'Add the carrot sauce and a couple splashes of pasta water, and toss to combine. Add as much pasta water as needed to thin out the sauce so it coats the pasta evenly without being too thick. (You are looking for an elegantly coated pasta, not a gloppy one! I like a very saucy vibe here.) Season with more salt and pepper, if needed.', 'Serve the pasta, drizzled with the herby topping, a dollop of ricotta cheese, if using, pepper, and more grated pecorino Romano.']",30,4 servings,www.bonappetit.com,"https://assets.bonappetit.com/photos/696975195447ba64a4c4a8e5/16:9/w_5456,h_3069,c_limit/Spicy_Carrot_Rigatoni_6225.jpeg"
